rank,name,website,reachable,pages_fetched,place_id
220,Viking Ski Club,https://sfvikingskiclub.org/,true,1,ChIJpwVmHu_nm4ARKAzWNISxA9M
221,Fish Tight Lines Guide Service,https://fishtightlines.com/,true,1,ChIJlwcU9KVfmYARN1PXTMZYTvA
222,Molten USA,http://www.moltenusa.com/,true,6,ChIJRyJ1NgsVmYARCpL3Xe7faWA
223,Sunglass Outfitters By Sunglass Hut,https://stores.sunglasshut.com/us/nv/verdi/8650-boomtown-garson-rd?cid=YEXT_C167&y_source=1_OTgxMDkwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,true,1,ChIJcSIMKNJEmYAReCnaLfX2QUI
224,Captain's Corner Tahoe,https://www.captainscornertahoe.com/,true,1,ChIJLVqWILuPmYARLPiziJK_fgQ
225,Aćcent,https://www.grandsierraresort.com/shopping,true,3,ChIJFRR99YI_mYARQBdoI5lSUjs
226,UCS Spirit,http://www.ucsspirit.com/,true,6,ChIJ4ZGlj2agmYAR8tYKb76FZYw
227,Surf n' Foil Tahoe,https://www.surfnfoiltahoe.com/,true,2,ChIJIS8f4SJAwGQRY_STjnFxYgY
228,Babes on a Boat: Tahoe Bachelorette Experience,https://babesonaboat.com/,true,3,ChIJdQRWLpCPmYARi2pd5ssRbAI
229,Tahoe Gal Tickets,https://tahoegal.com/schedule-rates/,true,1,ChIJTwDwRXN9mYAR8ISj4ey8Yws
230,eBike Tahoe,https://ebiketahoe.com/,true,2,ChIJ_2OXu-h9mYARdnrks1KAA6c
231,Wild About Discs,https://www.wildaboutdiscs.com/,true,1,ChIJl1Nj3KQLmYAREDt3t0KGanI
232,Triple Cue Billiards | Pool Table Services & Repairs,http://www.triplecuebilliards.com/,true,6,ChIJw_Tjd8Lfm4ARRSBYTM-AadM
233,Legendary Bowling Services,https://legendarybowling.com/,true,1,ChIJH6yP8PVHmYARVHTJTm11xnM
234,Golf Lessons in Reno,http://www.golflessonsreno.org/,true,1,ChIJ6QMF9AZBmYARE4uk6Y42qjg
235,Three R's Ranch,http://www.threersranch.com/,true,4,ChIJnc1n4aFNmYARh8706QcuRRY
236,Donner Ski Ranch Lift #1,https://www.donnerskiranch.com/,true,5,ChIJEfgCWFjnm4ARjTG54UF-8FA
237,take aim targets,https://takeaimtargets.com/,true,6,ChIJpRrUHRY_mYARaqbt06BNxJ8
238,Tahoe Yacht Charters,https://www.tahoeyachtcharters.com/,true,6,ChIJJ0YDNgBxmYARvZIvIzMKrRw
239,Kirkwood Mountain Sports - Timber Creek,,false,0,ChIJvenb9gL0mYARx8Sp-1RFiv0
240,Sierra Mountain Sports,https://sierraattahoe.com/sierra-mountain-sports/,true,6,ChIJ534AdwCLmYAR-D0xyc4Ujvg
241,Tallac Boat Rentals,,false,0,ChIJPy-vnMaRmYARMiIj40_5Bzw
242,"Stateline Shack ""The Shack""",https://theshack.pro/,true,1,ChIJDZAoWzObmYARkCVmslf1eEM
243,tahoe skibikes,,false,0,ChIJ9bDI1HCbmYARCvQMY0dLL-0
244,Stagecoach lodge ski rental,,false,0,ChIJK_GyTQCRmYARnDpDY9yRCVc
245,Ice Rink @ Edgewood,https://edgewoodtahoe.com/resort-activities/edgewood-on-ice/,true,3,ChIJAQAQJ5iamYARA_M_iHBhegg
246,Sunnyside Marina and Fuel Dock,,false,0,ChIJDU7OIwB9mYARaW4RYO0akVc
247,Tahoe Surf Boat,https://www.tahoesurfboat.com/,true,2,ChIJh3I2gyN9mYARmUWUbzCeYOM
248,JBL WATERSPORTS,https://jblwatersports.com/,false,0,ChIJE4N00Md9mYAROuhns7O5F4g
249,Tahoe XC,,false,0,ChIJI8tiOud8mYAR0P9zvjO9rDY
250,Precision Approach,https://precisionapproachsports.com/,true,1,ChIJI5NJtGNxmYARonqzQWaQwl0
251,CHECKtheFeed Snowboarding,https://shop.checkthefeed.com/,true,6,ChIJUS64gHtxmYARSVIRt9r3FN0
252,Babes On A Boat,http://babesonaboat.com/,true,3,ChIJf2xo-w9wmYARo43ikkBuNK0
253,Reno-Tahoe Restroom Trailers,https://www.renotahoerestroomtrailers.com/,true,1,ChIJkyLgdRHGEWQRmNUpfpeRbnw
254,Donner Ski Ranch Magic Carpet,https://www.donnerskiranch.com/skischool,true,2,ChIJnRLZM5Pnm4ARUTuNyimoq8o
255,stoke the goat,http://www.stokethegoat.com/,true,2,ChIJ-5tMxWXnm4AR720yeV88Ors
256,Linchpin Bikes,http://linchpinbikes.com/,true,1,ChIJlzE1GbDfm4AR0jeeZvmDNNg
257,Blue Action Sports,http://blueactionsports.com/,true,2,ChIJZ6o4QotgmYAR5e2NvXtLGdI
258,Sierramobilebikes,,false,0,ChIJl9xKe8plmYARaBNWk8Lbshw
259,Mt. Rose - Ski Tahoe,,false,0,ChIJX2yvUZxumYARnXMY9Q1xFhw
260,DYNACCESS LTD,https://dynaccessltd.com/,true,6,ChIJO2g7IT8VmYARCoQApdMCR3k
261,3D Bike Fit,http://www.3dbikefit.com/,true,1,ChIJLQT53VUVmYARH7gses0_CnY
262,Elvy Suspension,http://www.elvysuspension.com/,true,4,ChIJ911bY-JBmYARexTcJ01KWQc
263,Drift Adventures,https://www.drift-adventures.com/,true,3,ChIJ22Ir-vc_mYARtB_ASEF6qao
264,High Desert Archery Reno,http://www.highdesertarcherynv.com/,true,3,ChIJn4NRm2c_mYARA1hSIv9WIfo
265,Carson City Centennial Park Archery Range,http://www.clearcreekbowmen.com/,true,1,ChIJYxHckB8KmYARtyYl0qc4ZRU
266,Hunter's Bigger Fish,http://huntersbiggerfish.com/,true,3,ChIJCcDsdZjfm4AR9IZtywC9KAw
267,Sawmill Lake Private Water Fly Fishing,http://www.tahoeflyfishing.com/,true,4,ChIJ342p8srfm4ARij5KU6LiwFE
268,Tahoe Marine Mart,http://tahoemarinemart.com/,true,3,ChIJcxlFXeePmYARjD7EUP01zlg
269,Jansen Inshore Tackle Inc,http://www.fishandsave.com/,true,6,ChIJR-E1TqIKmYARpC1kqChygQk
270,Kane Klassics Rod Co,http://kaneklassics.com/,true,1,ChIJm4AUfVVJmYARN34Z7MjwpNk
271,Lake & Wake Adventures,,false,0,ChIJFRNBoymRmYARIcwV65Nz0Z0
272,Five Dot Ranch Fly Fishing,http://fivedotflyfishing.com/?page_id=246,true,3,ChIJlyLTgC1BmYARQR1IEeAMWTA
273,Ground Zero Outfitters,http://groundzeroutfitters.com/,true,1,ChIJTWUmTNM2mYARJIFpETB64s4
274,Donner Summit SNO-Park,http://ohv.parks.ca.gov/?page_id=23055,true,1,ChIJCbjInirmm4AR4qHf5fDwlgY
275,Kahle Park,https://communityservices.douglascountynv.gov/cms/one.aspx?portalid=12493164&pageid=12634748,true,6,ChIJJ-L6EYaamYAR1sa8Jhwp7BI
276,Woodward Tahoe,http://www.woodwardtahoe.com/,true,1,ChIJEzt8Qofom4ARyIQcftdni-o
277,Blackwood Canyon SNO-PARK,http://ohv.parks.ca.gov/?page_id=23061,true,1,ChIJOUn9gx1-mYAR98WK7QvzBOY
278,Echo Summit Tahoe Rim Trail,https://tahoerimtrail.org/,true,1,ChIJbx9PJfeMmYARHfwYOXbGQ14
279,Sled Hill,https://ntpud.org/recreation-parks/parks-facilities/north-tahoe-regional-park/,true,6,ChIJJ8XjE71kmYARbDr74fFkPJ0
280,Adventure Mountain Lake Tahoe,,false,0,ChIJXdsqRPeMmYARPFveJrnfz5g
281,Diamond Peak Ski Resort,,false,0,ChIJJ663GMtxmYARl7Jf3ui-cHQ
