status,changed,rank,name,website,categories,review_categories,confidence,evidence_snippet,note
"triaged","","84","Lake Tahoe Tours And Rentals","http://laketahoetoursandrentals.com/","water_sports;snow_sports;off_road;mountain_biking;road_cycling;electric_transport;fishing","","medium","Lake Tahoe Tours And Rentals http://laketahoetoursandrentals.com/ Tahoe Tours And Rentals Rentals, tours and lessons of kayaks, paddle boards and snowshoes available for exploring the shoreline and mountains.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","86","Moment Skis","https://www.momentskis.com/","snow_sports","","medium","Moment Skis https://www.momentskis.com/ Moment Skis Ski shop with a factory where handmade skis are produced, plus demo and boot-fitting services.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","89","Mountain Mikes / Snowshoe Thompson's","http://www.mtnmikeslaketahoe.com/","snow_sports","","medium","South Lake Tahoe, CA 96150 Phone: (530) 544-4783 Email: mikeford1@charter.net Copyright 2025/26 Snowshoe Thompson's Mike and Cheri http://www.mtnmikeslaketahoe.com/rates.htm Welcome To Mountain Mike's / Snowshoe Thompson's Mountain Mikes / Snowshoe Thompson's South Lake Tahoe, California (530) 544 4783 Home Equipment Rental Rates Our Location Tahoe Weather Road Conditions Ski Links Rental Rates...","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","90","Mountain West","http://mountainwestonline.com/","snow_sports;electric_transport;rock_climbing","","medium","CONTACT US - 530-600-4144 - 2052 LAKE TAHOE BLVD, SOUTH LAKE TAHOE, CA HOME MEN'S MEN'S SKING SKING MEN'S SKIS MEN'S SKI BOOTS MENS SKI BINDINGS SNOWBOARDING SNOWBOARDING MEN'S SNOWBOARD MEN'S SNOWBOARD BOOTS MEN'S SNOWBOARD BINDINGS WOMEN WOMEN SKING SKING WOMEN'S SKIS WOMEN'S SKI BOOTS WOMEN'S SKI BINDINGS SNOWBOARDING SNOWBOARDING WOMEN'S SNOWBOARDS WOMENS SNOWBOARD BOOTS WOMEN'S SNOWBOARD BINDINGS BRANDS BRANDS B","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","91","Nevada Adventure Rentals","http://nevadaadventurerentals.com/","snow_sports;off_road;motorcycles;road_cycling;rock_climbing","","medium","Nevada Adventure Rentals http://nevadaadventurerentals.com/ Nevada Adventure Rentals Bike-rental service featuring KTM models.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","92","North Lake Tahoe Boat Rental","https://northlaketahoeboatrental.com/","water_sports;snow_sports","","medium","People say this boat rental service offers pontoon boats, jet skis, and tubing.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","93","North Tahoe Paddle","https://www.northtahoepaddle.com/","water_sports;snow_sports","","medium","North Tahoe Paddle https://www.northtahoepaddle.com/ North Tahoe Paddle Lake Tahoe-based paddle board and kayak rental service with delivery included.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","94","North Tahoe Watersports","https://northtahoewatersports.com/","water_sports;snow_sports;fishing","","medium","North Tahoe Watersports https://northtahoewatersports.com/ North Tahoe Watersports North Tahoe Watersports tour_agency travel_agency point_of_interest service establishment https://northtahoewatersports.com/ Boat Rentals, Parasailing, North Tahoe Watersports, Tahoe City, CA Kings Beach: 530-546-WAKE (9253) Tahoe City Marina: 530-583-SAIL (7245) Tahoe City Boat Rentals: 530-583-(9253) Home About Us Locations Kings Bea","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","95","North Tahoe Watersports","https://www.northtahoewatersports.com/","water_sports;snow_sports;fishing","","medium","North Tahoe Watersports https://www.northtahoewatersports.com/ North Tahoe Watersports Inc North Tahoe Watersports Inc People say this water sports equipment rental service offers pontoon boat rentals, with some mentioning the boats can have slides and are easy to drive.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","96","North Tahoe Watersports Tahoe City Boat Rentals","https://www.northtahoewatersports.com/","water_sports;snow_sports;fishing","","medium","tour_agency travel_agency sports_activity_location point_of_interest service establishment https://northtahoewatersports.com/ Boat Rentals, Parasailing, North Tahoe Watersports, Tahoe City, CA Kings Beach: 530-546-WAKE (9253) Tahoe City Marina: 530-583-SAIL (7245) Tahoe City Boat Rentals: 530-583-(9253) Home About Us Locations Kings Beach Tahoe City Boat Rentals Tahoe City Marina Waivers Service Areas Tahoe City, CA","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","97","Northstar Cross-Country, Telemark, and Snowshoe Center","http://northstarcalifornia.com/","snow_sports;mountain_biking;road_cycling","","medium","hotel sporting_goods_store store lodging point_of_interest establishment https://www.northstarcalifornia.com/ North Tahoe Skiing & Snowboard | Northstar California Resort Skip to main content northstar homepage Choose a Resort Rockies Vail Website , opens in a new window Beaver Creek Website , opens in a new window Breckenridge Website , opens in a new window Park City Website , opens in a new window Keystone Website","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","99","Obexer's Water Sports","https://www.obexersboat.com/water-sports.html","water_sports;snow_sports","","medium","sports_coaching school educational_institution point_of_interest service establishment https://www.obexersboat.com/water-sports.html Jet Ski Rentals - Wakeboard-Wakesurf Lessons - Boat Charters-Lake Tahoe-West Shore HOME LAUNCHING AND GAS DOCK PREPARE TO LAUNCH WATER SPORTS BOAT STORAGE Price List-Storage Wet Storage Dry Storage - No Use In & Out Valet Storage SERVICES Price List-Service Detailing Parts - Accessories","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","100","Olympic Bike Shop","http://www.olympicbikeshop.com/","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport","","medium","Olympic Bike Shop http://www.olympicbikeshop.com/ Olympic Bike Shop Bike shop offering rentals of mountain and road bikes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","101","Olympic Valley Ski & Bike","https://olympicvalleyskiandbike.com/","snow_sports;mountain_biking;road_cycling;electric_transport;rock_climbing","","medium","sporting_goods_store store point_of_interest establishment https://olympicvalleyskiandbike.com/ | OVSB 530.581.4707 | A full service Rental, Demo and Tuning Ski Shop 530.581.4707 olympicvalleyskibike@gmail.com 0 Items Home Rentals Winter Summer Tuning Shop Weather Forecasts Webcams Contact Us Select Page RENTALS | DEMOS | REPAIRS 8am to 6pm Daily Located in beautiful Olympic Valley, CA across the street from Palisade","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","104","Palisades Tahoe Ski & Snowboard Rental","https://www.palisadestahoe.com/","snow_sports;road_cycling;electric_transport","","medium","Palisades Tahoe Ski & Snowboard Rental https://www.palisadestahoe.com/ Palisades Tahoe Ski & Snowboard Rental Ski rental service located at Palisades Tahoe providing boots and skis.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","105","Parallel Mountain Sports","https://www.palisadestahoe.com/events-and-activities/shopping/parallel","snow_sports;road_cycling;electric_transport","","medium","Close Menu Plan Your Visit Lodging Aerial Tram Sightseeing Bike Rentals Kids Adventure Camp Deals & Packages Travel Here Ikon Pass Benefits Mountain Information Webcams Mountain Report Hours of Operation Trail Maps Parking & Road Conditions Mountain Safety Events & Activities Events Calendar Activities Dining & Apres Shopping Groups, Meetings & Conferences Weddings & Special Occasions Team Palisades Tahoe Explore Exp","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","107","Pedego Electric Bikes Reno","https://pedegoelectricbikes.com/dealers/reno/","snow_sports;off_road;mountain_biking;electric_transport","","medium","We are the region's foremost electric bike experts offering sales, rentals, accessories, and service.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","108","Pine Nut Ebike Rentals South Lake Tahoe","https://www.pinenutebikerentals.com/","water_sports;snow_sports;off_road;motorcycles;mountain_biking;road_cycling;electric_transport","","medium","Visitors say this e-bike rental shop offers high-quality, well-maintained e-bikes that are perfect for exploring trails and scenic areas.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","110","Powder House Ski & Board: Pro Snow","http://www.tahoepowderhouse.com/powder-house-boot-demo-center","water_sports;snow_sports","","medium","Powder House Ski & Board: Pro Snow http://www.tahoepowderhouse.com/powder-house-boot-demo-center Powder House Ski & Board: Pro Snow Powder House Ski & Board: Pro Snow sportswear_store sporting_goods_store clothing_store store point_of_interest service establishment https://tahoepowderhouse.com/powder-house-boot-demo-center/ Powder House Boot & Demo Center Rates Heavenly Village Mini Golf Ski and Snowboard Season Leas","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","111","Powder House Ski and Snowboard At The Gondola","http://www.tahoepowderhouse.com/powder-house-at-the-gondola","water_sports;snow_sports;road_cycling","","medium","sporting_goods_store store point_of_interest service establishment https://tahoepowderhouse.com/powder-house-at-the-gondola/ Powder House at the Gondola - Tahoe Powder House Rates Heavenly Village Mini Golf Ski and Snowboard Season Leases Ski Rental Rates Snowboard Rental Rates Snowshoes Rental Rates Ski Clothing Rental Rates Reservations Ski and Snowboard Sales View all Ski & Snowboards Services Ski and Snowboard Tu","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","112","Powder House Ski and Snowboard Main Store","http://www.tahoepowderhouse.com/powder-house-main-shop","water_sports;snow_sports;road_cycling","","medium","Powder House Ski and Snowboard Main Store http://www.tahoepowderhouse.com/powder-house-main-shop Powder House Ski and Snowboard Main Store Locally owned ski and snowboard shop at Heavenly Village offering rentals and a range of winter sports gear.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","113","Powder House Stateline at Zalanta","http://tahoepowderhouse.com/","water_sports;snow_sports;road_cycling;electric_transport","","medium","Powder House Stateline at Zalanta http://tahoepowderhouse.com/ Powder House Stateline at Zalanta Powder House Stateline at Zalanta sporting_goods_store store point_of_interest service establishment https://tahoepowderhouse.com/ South Lake Tahoe Ski Rentals & Snowboard Rentals Rates Heavenly Village Mini Golf Ski and Snowboard Season Leases Ski Rental Rates Snowboard Rental Rates Snowshoes Rental Rates Ski Clothing Re","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","114","Powder House Express","http://www.tahoepowderhouse.com/powder-house-express","water_sports;snow_sports;road_cycling","","medium","Powder House Express http://www.tahoepowderhouse.com/powder-house-express https://tahoepowderhouse.com/powder-house-express/ Powder House Express - Tahoe Powder House Rates Heavenly Village Mini Golf Ski and Snowboard Season Leases Ski Rental Rates Snowboard Rental Rates Snowshoes Rental Rates Ski Clothing Rental Rates Reservations Ski and Snowboard Sales View all Ski & Snowboards Services Ski and Snowboard Tuning an","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","115","Praxis Skis","https://www.praxisskis.com/","water_sports;snow_sports","","medium","Praxis Skis https://www.praxisskis.com/ Praxis Skis Praxis Skis sporting_goods_store store point_of_interest establishment https://www.praxisskis.com/ Praxis Custom Skis | Handcrafted In The Sierra Nevada Search Sign in or Register ( ) close Sign in or Register Skis Standard Edition Skis Kids Skis Discount Skis Custom Skis Custom Order Skis Graphics Library Graphic Library Two Ski Bindings CAST Look Bindings Tyrolia","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","116","Pyramid Peak Ski and Snowboard Rentals","http://www.pyramidpeak.ski/","snow_sports;road_cycling","","medium","sporting_goods_store store point_of_interest service establishment http://pyramid-peak.com/ Pyramid Peak Ski and Snowboard Rentals &#8211; Premium rentals at bargain prices.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","118","REI","https://www.rei.com/stores/reno?y_source=1_MTQ1MzQxOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport;fishing","","medium","bicycle_store shoe_store sporting_goods_store clothing_store manufacturer store point_of_interest service establishment https://www.rei.com/stores/reno REI Reno Store - Reno, NV - Sporting Goods, Camping Gear REI Accessibility Statement Skip to main content Skip to Shop REI categories Shop REI REI Outlet Trade-In Travel Classes & Events Expert Advice Uncommon Path Membership REI Co-op, Go to REI.com Home Page Shop Cl","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","119","REI Bike Shop","https://www.rei.com/stores/reno/bike-shop","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport;fishing","","medium","REI Bike Shop https://www.rei.com/stores/reno/bike-shop REI Bike Shop REI Bike Shop bicycle_store sporting_goods_store manufacturer store point_of_interest service establishment https://www.rei.com/stores/reno/bike-shop Reno Bike Repair, Tune-ups & Maintenance | REI Reno Bike Shop REI Accessibility Statement Skip to main content Skip to Shop REI categories Shop REI REI Outlet Trade-In Travel Classes & Events Expert A","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","121","Reno Brew Bike","http://www.renobrewbike.com/","water_sports;snow_sports","","medium","Alcohol is not currently allowed on the Brew Bike due to Reno&#8217;s open container law, and the cost of your drinks is not included in your reservation.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","123","Reno Hexayurt","http://www.renohexayurt.com/","snow_sports;road_cycling","","medium","Hexayurt Original Purchase Hexayurt Original Purchase Regular price $ 1,500.00 USD Regular price Sale price $ 1,500.00 USD Unit price / per OSS Hybrid Hexayurt (H10 Rental) OSS Hybrid Hexayurt (H10 Rental) Regular price $ 1,000.00 USD Regular price Sale price $ 1,000.00 USD Unit price / per OSS Original Hexayurt (H12 Rental) Sold out OSS Original Hexayurt (H12 Rental) Regular price $ 1,500.00 USD Regular price Sale p","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","124","Rentools","https://rentools.pro/","snow_sports","","medium","point_of_interest service establishment https://www.rentools.pro/ Rentools You're shopping Fernley, NV Gardnerville, NV Silver Springs, NV South Lake Tahoe, CA Washoe Valley, NV Search 0 Cart Login Menu Construction Lifts Painting ALL Tools & Equipment Arbor/Tree Work Concrete Excavators & Backhoes General Equipment Landscaping Skid Steers Trailers Woodworking Catalog You're shopping Fernley, NV Gardnerville, NV Silv","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","125","Watta Bike / Ride Tahoe","https://www.ridetahoerentals.com/","snow_sports;mountain_biking;road_cycling;electric_transport;camping","","medium","Watta Bike / Ride Tahoe https://www.ridetahoerentals.com/ Ride Tahoe Rentals Ride Tahoe Rentals Visitors say this bike rental shop offers a wide range of high-quality mountain bikes and e-bikes, which are well-maintained and come with top-shelf components.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","126","Rip N Willies Ski & Snowboard Rental Shop","http://www.ripnwillies.com/","snow_sports","","medium","Rip N Willies Ski & Snowboard Rental Shop http://www.ripnwillies.com/ Rip N Willies Ski & Snowboard Rental Shop Welcoming shop providing an array of ski, snowboard and snowshoe gear rentals as well as repair services.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","127","Rock House Discount Ski & Snowboard Rentals","http://tahoediscountskis.com/","snow_sports","","medium","Rock House Discount Ski & Snowboard Rentals http://tahoediscountskis.com/ Rock House Discount Ski & Snowboard Rentals Locally owned outfit providing rentals, sales and service for skis, snowboards and boots for all skill levels.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","128","Rolling Freedom Motorcycles & Lake Tahoe Slingshots","http://www.rolltahoe.com/","off_road;motorcycles;road_cycling;electric_transport","","medium","Rolling Freedom Motorcycles & Lake Tahoe Slingshots http://www.rolltahoe.com/ Rolling Freedom Motorcycles & Lake Tahoe Slingshots - Motorcycles, Moped Scooters, E-Bike Rentals & EagleRider Tours Motorcycle shop providing rentals to explore Lake Tahoe, plus suggested scenic stops.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","129","SUP South Lake Tahoe","http://www.supsouthlaketahoe.com/","water_sports;snow_sports","","medium","clothing_store store point_of_interest service establishment https://www.supsouthlaketahoe.com/ SUP Tahoe - Kayak and Standup Paddle Board Rentals Skip to Content Open Menu Close Menu Rentals Rates Shop Showroom Find Us 0 0 BOOK NOW Rentals Rates Shop Showroom Find Us 0 0 BOOK NOW Open Menu Close Menu Rentals Rates Shop Showroom Find Us BOOK NOW Rent a board.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","130","SWA Watersports - Lake Tahoe Boat Rentals","http://www.swawatersports.com/homewood/","water_sports;snow_sports;fishing","","medium","SWA Watersports - Lake Tahoe Boat Rentals http://www.swawatersports.com/homewood/ SWA Watersports - Lake Tahoe Boat Rentals SWA Watersports - Lake Tahoe Boat Rentals sports_coaching fishing_charter tour_agency travel_agency school educational_institution point_of_interest service establishment https://swawatersports.com/homewood/ Homewood | SWA Watersports Skip to content 1.775.400.6677 Home COVID Rentals Boat Rental","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","132","Shoreline of Tahoe","http://www.shorelineoftahoe.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","Parts/Tools Rentals Expand submenu Collapse submenu Rentals Bike Rentals Ski Rentals Snowboard Rentals Snowshoes Rental Brands Gift card Tech Shop Search Log in Search LOGIN Shoreline Tahoe Snowboard Snowboards Men's Snowboards Women's Snowboards Youth Snowboards Splitboards Boots Men's Boots Women's Boots Youth Boots Bindings Men's Bindings Women's Bindings Youth Bindings Splitboard Bindings Outerwear Jackets Men's","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","133","Showcase - Heavenly","https://www.epicmountainrentals.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","Showcase - Heavenly https://www.epicmountainrentals.com/ Showcase - Heavenly Ski shop showcasing snowboard and ski gear rentals, sales and repairs, plus activewear and souvenirs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","134","Showcase - Northstar","https://www.epicmountainrentals.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","Showcase - Northstar https://www.epicmountainrentals.com/ Showcase - Northstar Showcase - Northstar sporting_goods_store store point_of_interest service establishment https://www.epicmountainrentals.com/ Epic Mountain Rentals | Ski Rentals | Ski Rental D | Epic Mountain Rentals Skip to main content BOOK SMARTER WITH EPIC MOUNTAIN REWARDS - Epic Pass holders save an extra 20% with Epic Mountain Rewards.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","135","Sierra Adventures","https://m.wildsierra.com/","water_sports;snow_sports;off_road;mountain_biking;road_cycling;electric_transport;fishing","","medium","Sierra Adventures https://m.wildsierra.com/ Sierra Adventures / Activities Reno Tahoe, LLC Bike, snowmobile, kayak, and snowboard shop featuring sporting goods and rental services, plus fishing charters.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","137","Sierra Cyclesmith Bicycle Shop","https://www.sierracyclesmith.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","Sierra Cyclesmith Bicycle Shop https://www.sierracyclesmith.com/ Sierra Cyclesmith Bicycle Shop Reno bike shop featuring mountain bikes and e-bikes, plus rentals and repairs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","138","Sierra Diving Center","https://www.sierradive.com/","water_sports;snow_sports","","medium","Diving Equipment and Technical Equipment rentals Monthly Fun Dives Equipment Repairs Diving Travel and Lake Tahoe Diving Altitude Diving Nitrox and Trimix Diving Technical, Rebreather and Trimix Training, Instructor Training, Equipment & Service DSAT /PADI Gas Blender, Tec Deep Diver and Tec Trimix TDI Advanced Nitrox through Advanced Trimix KISS Rebreather Training Center Full CCR training in Lake Tahoe or at your l","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","139","Sierra Mountain Surf","http://www.sierramountainsurf.com/","water_sports;snow_sports","","medium","Sierra Mountain Surf http://www.sierramountainsurf.com/ Sierra Mountain Surf Water-sports equipment rental service specializing in jet skis and jet boats for exploring Lake Tahoe.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","140","Sierra Ski & Cycle Works","https://sierraskiandcycleworks.com/","snow_sports;mountain_biking;road_cycling;electric_transport;fishing","","medium","Sierra Ski & Cycle Works https://sierraskiandcycleworks.com/ Sierra Ski & Cycle Works Ski and bicycle shop offering rentals, repairs, and retail sales, plus helpful staff.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","141","Sierra Surf House","http://www.sierrasurfhouse.com/","water_sports;snow_sports","","medium","SIERRA SURF HOUSE SOUTH LAKE TAHOE WAKESURF WAKE BOAT RENTALS TAHOE WATERSPORTS RENTALS LAKE TAHOE BOAT RENTALS TAHOE WAKE BOAT RENTALS TAHOE Location: 2435 Venice Dr E, South Lake Tahoe CA 96150 Contact sierrasurfhouse@gmail.com (757)-660-8198 https://www.sierrasurfhouse.com/boatspricing Team 1 Sierra Surf House 0 Skip to Content Sierra Surf House Boats/Pricing Local Reccomendations WHY WAKE-SURF?","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","142","Ski Butlers Heavenly/South Lake Tahoe","https://www.skibutlers.com/locations/heavenly-south-lake-tahoe","water_sports;snow_sports;mountain_biking","","medium","Ski Butlers Heavenly/South Lake Tahoe https://www.skibutlers.com/locations/heavenly-south-lake-tahoe Ski Butlers Heavenly/South Lake Tahoe Relaxed service for delivering rentals of ski and snowboard gear to hotels, as well as mountain slopes, slopeside or homes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","143","Ski Butlers Northstar/Palisades Tahoe","https://www.skibutlers.com/locations/north-lake-tahoe","water_sports;snow_sports;mountain_biking","","medium","sporting_goods_store store point_of_interest service establishment https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe Snowboard & Ski Rentals | Northstar | Ski Butlers Skip to main content Go to homepage Close Our Locations North America Europe California Heavenly Palisades Tahoe Mammoth Limelight Mammoth Northstar/Truckee Canada Blue Mountain Tremblant Fairmont Tremblant Whistler Blackcomb Colorado As","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","144","Ski Pro","https://skipro.com/","water_sports;snow_sports","","medium","Large ski shop for sales and rentals of skis, snowboards and snow gear, as well as repairs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","145","Ski Run Marina","http://skirunmarina.com/","water_sports;snow_sports;fishing","","medium","Ski Run Marina http://skirunmarina.com/ Ski Run Marina Ski Run Marina People say this marina offers a variety of restaurants, a beach, boat rides, parasailing, and jet ski rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","147","Snowshoe Tahoe","https://www.snowshoetahoe.net/","snow_sports","","medium","tour_agency travel_agency point_of_interest service establishment https://www.snowshoetahoe.net/ Guided Snowshoe Tours & Rentals | Winter Hikes | Tahoe, CA top of page SNOWSHOE TAHOE Home Frequently Asked Questions All Tours Summer Tours Palisades Point Half Day Chickadee Ridge Beginner Hike Dog Friendly Snowshoe Hikes In Lake Taho Full Moon Snowshoe Tour Under the Stars Sunrise Hike Over Lake Tahoe Beginner and Fami","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","148","South Lake E-bikes","http://southlakeebikes.com/","road_cycling;electric_transport","","medium","South Lake E-bikes http://southlakeebikes.com/ South Lake E-bikes Laid-back shop providing electric bike rental (and tours) services for exploring Lake Tahoe's beaches, trails and forested areas.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","150","South Shore Bikes","http://www.southshorebikestahoe.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","South Shore Bikes http://www.southshorebikestahoe.com/ South Shore Bikes Family-friendly, rental-heavy bicycle store with a track record of friendly service.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","151","South Tahoe Ebike Rentals - Margaritaville","http://southtahoeebikerentals.com/","snow_sports;road_cycling;electric_transport","","medium","point_of_interest service establishment https://www.southtahoeebikerentals.com/ South Tahoe EBike Rentals 0 Skip to Content Open Menu Close Menu Open Menu Close Menu RIDE EASY EXPLORE MORE Explore South Lake Tahoe in Style with South Tahoe Ebike Rentals!","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","152","South Tahoe Kayak and Paddleboard","https://southtahoekayak.com/","water_sports;snow_sports","","medium","South Tahoe Kayak and Paddleboard https://southtahoekayak.com/ South Tahoe Kayak and Paddleboard South Tahoe Kayak and Paddleboard point_of_interest service establishment https://southtahoekayak.com/ South Tahoe Kayak & Paddleboard rentals and tours | Book our [4th of July Fireworks Tour](/tours/4th-july-fireworks-tour/) Now Book our 4th of July Fireworks Tour Now South Tahoe Kayak & Paddleboard rentals and tours sou","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","no_rentals→triaged","153","Sparks Marina Paddle","http://www.sparksmarinapaddle.com/","water_sports","","high","Sparks Marina Paddle rents stand-up paddleboards, kayaks, and pedal boats ($25/hr) at Sparks Marina (Yelp listing + marinafun.com describe rental equipment for human-powered adventures).","Patch: confirmed renter via live fetch/search."
"triaged","","154","Sports Ltd. Rentals","http://www.sportsltdrentals.com/","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport;rock_climbing","","medium","Rentals Winter and summer sports shop featuring equipment rentals, including skis, bikes, and snowshoes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","155","Start Haus Ski & Bike","https://www.starthaus.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","sporting_goods_store bicycle_store manufacturer store point_of_interest service establishment https://www.starthaus.com/ Start Haus Truckee Ski & Bike Sales and Service in North Lake Tahoe Skip to content Rent a Bike!","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","156","Stealth Tahoe","http://stealthtahoe.com/","snow_sports;off_road;road_cycling;electric_transport;rock_climbing","","medium","Stealth Tahoe http://stealthtahoe.com/ Stealth Tahoe Stealth Tahoe bicycle_store sporting_goods_store store manufacturer point_of_interest service establishment https://stealthtahoe.com/ Stealth Tahoe Skip to content Free Shipping on orders $100+ *Some exclusions apply E-Bikes Super73 E Ride Pro Rad Power Bikes Stealth Electric Bikes Moonbikes Bike Insurance Sno-Go Sno-Go Sno-Go Rental Bike Shop Brakes Disc Brakes Br","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","157","Sugar Bowl Rental Shop","http://www.sugarbowl.com/rentals","snow_sports","","medium","Sugar Bowl Rental Shop http://www.sugarbowl.com/rentals Sugar Bowl Rental Shop Sugar Bowl Rental Shop point_of_interest service establishment http://www.sugarbowl.com/rentals Ski & Snowboard Rentals at Sugar Bowl | Tahoe Ski Gear Login Shop Plan Explore Immerse 0 ""/12hr 0 ""/12hr 0 ""/24hr 0 &quot/7 Day 317 ""/YTD Shop Season Passes Seasonal Programs Village Locker Room Lodging Summer Camp Passholder Vouchers More Seaso","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","158","Sunnyside Marina & Watersport Rentals","https://marinasunnyside.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb","water_sports;snow_sports;road_cycling;electric_transport","","medium","Sunnyside Marina & Watersport Rentals https://marinasunnyside.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb Sunnyside Marina & Watersport Rentals Longtime marina offering a variety of watercraft rentals, plus storage and repair services.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
