place_id,name,rental_signal,matched_tiers,matched_activities,match_pairs,rating,user_rating_count,business_status,primary_type,website,source_url,phone,address,lat,lng,matched_anchors,matched_terms,last_verified
ChIJzyEEtN-amYARRRhbkQCJ28k,Lake Tahoe Bleu Wave,true,core; experience,pontoon; powerboat; sailing; scuba; watersports,64,4.8,836,OPERATIONAL,Tour Agency,http://www.tahoebleuwave.com/,https://maps.google.com/?cid=14545370057054820421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 588-9283,"2435 Venice Dr E, South Lake Tahoe, CA 96150, USA",38.9354674,-120.00245329999998,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,boat charter; boat rental; catamaran rental; dive shop; pontoon boat rental; pontoon rental; sailboat rental; scuba diving; watersports rental,2026-06-21
ChIJ01vu3RromIARusKyu_qT404,Dolan Fernley Chrysler Jeep Dodge Ram,true,core,offroad-4x4,1,4.5,806,OPERATIONAL,Car Dealer,https://www.dolanfernleyjeep.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://maps.google.com/?cid=5684549859771859642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 404-3330,"1395 E Newlands Dr, Fernley, NV 89408, USA",39.6083782,-119.2194561,reno,4x4 rental,2026-06-21
ChIJpz2Pv3RtmYARQy-VdO9b5B4,Davis Creek Regional Park,true,core; experience,backpacking; camping; river-tube; snow-tube,40,4.6,805,OPERATIONAL,Park,https://www.washoecounty.gov/parks/parks/park_directory_pages/south_region/davis_creek_park.php,https://maps.google.com/?cid=2226005199839113027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 849-0684,"8558+8J, 25 Davis Creek Cir, New Washoe City, NV 89704, USA",39.307705,-119.83317129999999,carson-city; carson-valley-e; gardnerville; incline-village; kings-beach; reno; sparks; tahoe-city; truckee; verdi; virginia-city,backpacking gear rental; camping equipment rental; camping gear rental; river float rental; snow tubing,2026-06-21
ChIJPTd88Ho_mYARpBvypSOsFNM,National Car Rental,true,core,offroad-4x4,3,4.4,805,OPERATIONAL,Car Rental Agency,https://www.nationalcar.com/en/car-rental-locations/us/nv/reno-tahoe-international-airport-54n2.html?mcid=yext:245709,https://maps.google.com/?cid=15209971110644947876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(844) 996-0648,"2001 E Plumb Ln, Reno, NV 89502, USA",39.5065823,-119.7754432,carson-city; reno; sparks,off road jeep rental,2026-06-21
ChIJrYtKk2r6hIARPjGZLpjk214,Pleasure Cove Marina - California,true,core,pontoon; powerboat; wakeboard,10,4.7,799,OPERATIONAL,Marina,http://goberryessa.com/?utm_source=gmb&utm_medium=yext,https://maps.google.com/?cid=6835308201732813118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(707) 966-9600,"6100 CA-128, Napa, CA 94558, USA",38.4939025,-122.1600103,donner-summit; hope-valley-s; incline-village; kings-beach; kirkwood; truckee; verdi,boat rental; pontoon boat rental; wakeboard boat rental,2026-06-21
ChIJBZcd8AtEmYARx_aUHcBwAFQ,Patagonia Outlet,true,core; gap,alpine-ski; backcountry-ski; backpacking; camping; canoe; climbing; fishing-gear; gear-shop; kayak; snowboard,73,4.3,797,OPERATIONAL,Clothing Store,https://www.patagonia.com/stores/nv/reno/130-south-center-street/store_reno.html,https://maps.google.com/?cid=6052961869618280135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 746-6878,"130 S Center St, Reno, NV 89501, USA",39.524008099999996,-119.81046389999999,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,backcountry ski rental; backpacking gear rental; bait and tackle shop; camping equipment rental; camping gear rental; canoe rental; climbing gear rental; kayak rental; outdoor equipment rental; outdoor gear rental; ski rental; ski rentals; ski shop; snowboard rental; snowboard rentals; snowboard shop; sporting goods store,2026-06-21
ChIJQ9CNBxgVmYARWYRFC6jt0AI,Michael's Reno Powersports,true,core; experience,atv; cycling; gear-shop,19,4.2,788,OPERATIONAL,Sporting Goods Store,https://www.michaelsreno.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service,https://maps.google.com/?cid=202923289231066201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(888) 949-2453,"10828 S Virginia St, Reno, NV 89511, USA",39.435506,-119.76602989999998,carson-city; carson-valley-e; donner-summit; incline-village; kings-beach; reno; sparks; truckee; verdi; virginia-city,atv tours; bike shop; sporting goods store,2026-06-21
ChIJ05ECG7qPmYARtGueB1KYrfM,T.J. Maxx,true,core,gear-shop,2,4.3,785,OPERATIONAL,Department Store,https://tjmaxx.tjx.com/store/index.jsp,https://maps.google.com/?cid=17558858000269994932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 541-2632,"2015 Lake Tahoe Blvd, South Lake Tahoe, CA 96150, USA",38.914851999999996,-120.00433599999998,south-lake-tahoe; zephyr-cove,sporting goods store,2026-06-21
ChIJ7UA1SXrYgoARDLBlsGf9RiU,Sportsman's Warehouse,true,gap,fishing-gear,2,4.2,785,OPERATIONAL,Sporting Goods Store,https://stores.sportsmans.com/sportsmans-warehouse/us/ca/chico/765-east-avenue?utm_source=google&utm_medium=organic&utm_campaign=GMB&y_source=1_OTg4MDIxOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=2686112849555992588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 897-0500,"765 East Ave Ste 170, Chico, CA 95926, USA",39.759344,-121.8478645,donner-summit; verdi,fishing tackle shop,2026-06-21
ChIJZ5_s3QygmYARF1o4clHxktQ,Sportsman's Warehouse,true,core; gap,alpine-ski; archery; cycling; disc-golf; fishing-gear; fly-fishing; gear-shop; scuba,78,4.3,773,OPERATIONAL,Sporting Goods Store,https://stores.sportsmans.com/sportsmans-warehouse/us/nv/carson-city/1443-s-carson-st?utm_source=google&utm_medium=organic&utm_campaign=GMB&y_source=1_OTg4MDE1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=15317570614751418903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 884-2100,"1443 S Carson St, Carson City, NV 89701, USA",39.1549918,-119.76596740000001,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,archery pro shop; archery range; bait and tackle shop; bike shop; disc golf shop; dive shop; fishing tackle shop; fly fishing outfitter; ski shop; sporting goods store,2026-06-21
ChIJ68X-DCNIhIAR8d3GCuLifWM,Sports Basement Santa Rosa,true,core,backpacking; camping; climbing,17,4.8,769,OPERATIONAL,Sporting Goods Store,https://shop.sportsbasement.com/blogs/stores/santa-rosa,https://maps.google.com/?cid=7169135642314989041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(707) 921-3147,"1970 Santa Rosa Ave, Santa Rosa, CA 95407, USA",38.4181005,-122.70947160000001,donner-summit; hope-valley-s; incline-village; kings-beach; kirkwood; south-lake-tahoe; tahoe-city; truckee; verdi; zephyr-cove,backpacking gear rental; camping equipment rental; camping gear rental; climbing gear rental,2026-06-21
ChIJfeehMdOaa4cRn_AgsvQ5X0c,Bentgate Mountaineering,true,core,climbing,2,4.8,765,OPERATIONAL,Sporting Goods Store,https://bentgate.com/,https://maps.google.com/?cid=5142893022603702431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(303) 271-9382,"1313 Washington Ave, Golden, CO 80401, USA",39.7542626,-105.21989219999999,kings-beach; sparks,climbing gear rental,2026-06-21
ChIJmajb1TLZmoARgFUq6f9iwSM,Foothill Skate Inn,true,core; experience,ice-skate,19,4.3,764,OPERATIONAL,Sports Complex,http://www.foothillskateinn.com/,https://maps.google.com/?cid=2576449313100682624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 488-4700,"4700 Auburn Blvd, Sacramento, CA 95841, USA",38.652629,-121.354535,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; south-lake-tahoe; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,ice skate rental; ice skating rink,2026-06-21
ChIJI2uhUzNbmYARghIn60swerk,Reno KOA Journey at Boomtown Journey,true,core,camping,2,3.8,755,OPERATIONAL,Campground,https://koa.com/campgrounds/reno/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=13365047946801255042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 345-2444,"332 Cabela Dr, Verdi, NV 89439, USA",39.5142643,-119.96285160000001,reno; verdi,camping equipment rental; camping gear rental,2026-06-21
ChIJIxqpMOs-mYARPlB7h4RIGrY,Nike Factory Store - Reno,true,core,gear-shop,6,4.3,749,OPERATIONAL,Sportswear Store,https://www.nike.com/retail/s/nike-factory-store-reno?cp=84620811901_seo_%3Fcp%3D84620811901_seo_&y_source=1_NTQzNzQ1NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=13121880198343249982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 358-7871,"1330 Scheels Drive Suite 162, Sparks, NV 89434, USA",39.5319122,-119.7213895,carson-valley-e; incline-village; reno; sparks; verdi; virginia-city,sporting goods store,2026-06-21
ChIJTZNuexNXmoARrAZNp2Vdp7A,El Dorado County Fair & Event Center,true,core,ice-skate,1,4.5,747,OPERATIONAL,Event Venue,https://edcfair.org/,https://maps.google.com/?cid=12729245562965919404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 621-5860,"100 Placerville Dr, Placerville, CA 95667, USA",38.7240377,-120.8340393,kirkwood,ice skate rental,2026-06-21
ChIJxyZ-TeePmYAR3tp5hZ24UeA,Fallen Leaf Campground,true,core,camping,1,4.7,740,OPERATIONAL,Campground,https://www.recreation.gov/camping/fallen-leaf-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=71531,https://maps.google.com/?cid=16163903524298152670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 544-0426,"2165 Fallen Leaf Rd, South Lake Tahoe, CA 96150, USA",38.9257298,-120.0515473,south-lake-tahoe,camping gear rental,2026-06-21
ChIJXWHjENRcmYARehkrSqwfAXI,Truckee River,true,core,river-tube,2,4.7,736,,River,,https://maps.google.com/?cid=8214882020139669882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Truckee River, United States",39.5145177,-119.737799,reno; sparks,river float rental,2026-06-21
ChIJ5wzavvQKmYARvjDsmx-U4bc,Battle Born Harley-Davidson,true,core,dirtbike,4,4.5,732,OPERATIONAL,Store,https://www.battlebornharleydavidson.com/,https://maps.google.com/?cid=13250034442181554366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 882-7433,"2900 Research Way, Carson City, NV 89706, USA",39.1857629,-119.74748620000001,carson-city; carson-valley-e; incline-village; virginia-city,motocross bike rental,2026-06-21
ChIJQ7Qv9JVGmYAR1UCPvnYcIHI,Discount Tire,true,core,offroad-4x4,1,4.4,725,OPERATIONAL,Tire Shop,https://www.discounttire.com/store/nv/reno/s/1947,https://maps.google.com/?cid=8223604215907303637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 343-7989,"10300 N McCarran Blvd, Reno, NV 89503, USA",39.531232599999996,-119.86276679999997,reno,4x4 rental,2026-06-21
ChIJwy_cQIC-mYARgbioJFWLChg,Raley's,true,core,gear-shop,1,4.3,722,OPERATIONAL,Grocery Store,https://www.raleys.com/stores/raleys-highway-gardnerville-nevada/,https://maps.google.com/?cid=1732350204480895105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 782-5130,"1363 U.S. Hwy 395 N, Gardnerville, NV 89410, USA",38.9382948,-119.74151599999999,gardnerville,sporting goods store,2026-06-21
ChIJq9u4R1gUmYARVZ5GmQjZoCk,The Home Depot,true,core,climbing,2,4.3,720,OPERATIONAL,Home Improvement Store,https://www.homedepot.com/l/S-Reno/NV/Reno/89521/8560?emt=MSGoogleMaps,https://maps.google.com/?cid=2999635982783258197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 851-6000,"1001 Steamboat Pkwy, Reno, NV 89521, USA",39.425020499999995,-119.7406929,reno; virginia-city,climbing gear rental,2026-06-21
ChIJc9kZWW-fLIcRgeC5jQRl3nk,New River Off Road ATV Rentals Phoenix,true,core,utv,5,4.9,718,OPERATIONAL,Services,https://atvphoenix.co/,https://maps.google.com/?cid=8781567393651089537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(623) 465-7992,"46202 N Black Canyon Hwy, New River, AZ 85087, USA",33.904663,-112.14555899999999,carson-valley-e; donner-summit; reno; verdi,rzr rental; side by side rental,2026-06-21
ChIJTx9N3n2AhYARYw-9OmioTfA,Yerba Buena Ice Skating & Bowling Center,true,core; experience,ice-skate,9,4.4,717,OPERATIONAL,Ice Skating Rink,http://www.skatebowl.com/,https://maps.google.com/?cid=17315681307924959075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(415) 820-3532,"750 Folsom St, San Francisco, CA 94107, USA",37.7829465,-122.400759,donner-summit; hope-valley-s; incline-village; kings-beach; kirkwood; truckee; verdi; zephyr-cove,ice skate rental; ice skating rink,2026-06-21
ChIJQ5sQULdAmYARgIcIGga_0-E,The Glass Die,true,core,scuba,9,4.8,707,OPERATIONAL,Bar,http://www.theglassdie.com/,https://maps.google.com/?cid=16272559911547209600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 384-1456,"675 Holcomb Ave, Reno, NV 89502, USA",39.51961070000001,-119.80697899999998,carson-valley-e; donner-summit; incline-village; kings-beach; reno; sparks; truckee; verdi; virginia-city,dive shop,2026-06-21
ChIJVQaY73VAmYARn0kEp4dptlI,Big 5 Sporting Goods,true,core; gap,alpine-ski; disc-golf; fishing-gear; gear-shop; snowboard,32,4.1,705,OPERATIONAL,Sporting Goods Store,http://www.big5sportinggoods.com/,https://maps.google.com/?cid=5960067188215007647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 825-2322,"4986 S Virginia St, Reno, NV 89502, USA",39.480582,-119.78983400000001,carson-city; carson-valley-e; donner-summit; gardnerville; incline-village; kings-beach; reno; sparks; truckee; verdi; virginia-city,bait and tackle shop; disc golf shop; fishing tackle shop; ski shop; snowboard shop; sporting goods store,2026-06-21
ChIJ2-EqDrdAmYARzwvoj1i7nLk,Press Start Arcade & Bar,true,core,scuba,1,4.7,695,OPERATIONAL,Bar,https://renopressstart.com/,https://maps.google.com/?cid=13374770982429395919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"600 S Center St, Reno, NV 89501, USA",39.5202296,-119.80850629999999,reno,dive shop,2026-06-21
ChIJM8iGv2Y_mYARCxSHEBDhIao,Hertz Car Rental - Reno - Reno-tahoe International Airport (RNO),true,core,offroad-4x4,7,3.2,687,OPERATIONAL,Car Rental Agency,https://www.hertz.com/us/en/location/unitedstates/nevada/reno/rnot11?utm_campaign=gmb-Hertz-Car-Rental---Reno---Reno-tahoe-International-Airport--RNO-&utm_medium=gmb-websitelink&utm_source=Google,https://maps.google.com/?cid=12259327119792215051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 785-2554,"2001 E Plumb Ln, Reno, NV 89502, USA",39.5064688,-119.77544959999999,incline-village; kirkwood; reno; sparks; virginia-city,4x4 rental; off road jeep rental,2026-06-21
ChIJtytyEV5BmYARKkzQpQ0h7tY,Reno Axe,true,core,cycling,1,4.8,686,OPERATIONAL,Bar,https://www.renoaxe.com/,https://maps.google.com/?cid=15487352511073897514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 235-5658,"100 N Sierra St #105, Reno, NV 89501, USA",39.5256457,-119.8141095,reno,bike shop,2026-06-21
ChIJDQsjMVA5mYARmx7sqH75W1Q,Pah Rah Mountain Park,true,core; experience,canoe; cycling; mtb; snow-tube,10,4.6,683,OPERATIONAL,Park,https://www.cityofsparks.us/business_detail_T71_R61.php,https://maps.google.com/?cid=6078726444461858459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 353-2376,"1750 Shadow Ln, Sparks, NV 89434, USA",39.5636493,-119.7093718,carson-valley-e; reno; sparks; verdi; virginia-city,bicycle rental; bike rental; canoe rental; downhill bike park rental; sledding hill,2026-06-21
ChIJI-Mmgwnta4cRItnRCe-DXMM,Neptune Mountaineering,true,core,climbing,1,4.7,681,OPERATIONAL,Clothing Store,https://www.neptunemountaineering.com/,https://maps.google.com/?cid=14077271597938497826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(303) 499-8866,"633 S Broadway Unit a, Boulder, CO 80305, USA",39.98438,-105.249838,sparks,climbing gear rental,2026-06-21
ChIJtenoKkjXmoAR_sCNAbwWQc0,Sac Brew Boat,true,core,powerboat,5,5,679,OPERATIONAL,Tour Agency,http://www.sacbrewboat.com/,https://maps.google.com/?cid=14790127647997149438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 777-0431,"1208 Front St, Sacramento, CA 95814, USA",38.581382,-121.5069348,donner-summit; kirkwood; reno; sparks; verdi,boat charter,2026-06-21
ChIJy8h0dsIem4ARthWCsky-HnE,Bass Pro Shops/Cabela’s Boating Center,true,gap,fishing-gear,1,4.4,676,OPERATIONAL,Suppliers,https://www.bassproboatingcenters.com/locations/rocklin.html?y_source=1_MzAxMTQyMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=8151161612208838070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(916) 251-3780,"5472 Crossings Dr, Rocklin, CA 95677, USA",38.80445950000001,-121.20130519999998,kings-beach,fishing tackle shop,2026-06-21
ChIJa6cJzDegmYARQ648TdWDtbM,JCPenney,true,core,gear-shop,1,4.1,675,OPERATIONAL,Department Store,https://www.jcpenney.com/locations/nv/carsoncity/clothing-stores-carsoncity-nv-1270.html,https://maps.google.com/?cid=12949401255720824387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 884-3330,"3939 S Carson St, Carson City, NV 89701, USA",39.1306515,-119.76686240000001,carson-city,sporting goods store,2026-06-21
ChIJf0bJtxdHmYARBYLWOPlvpwU,Wilbur D. May Center,true,core; experience,ice-skate; river-tube,4,4.7,674,OPERATIONAL,Museum,http://www.maycenter.com/,https://maps.google.com/?cid=407417407491441157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 785-5961,"1595 N Sierra St, Reno, NV 89503, USA",39.5460619,-119.8254368,reno; sparks; verdi; virginia-city,ice skating rink; river float rental,2026-06-21
ChIJ0w3LGd5amYARMu3_r1Q9dhg,Crystal Peak Park,true,core,cycling,2,4.7,674,OPERATIONAL,Park,https://www.washoecounty.gov/parks/parks/park_directory_pages/south_region/crystal_peak_park.php,https://maps.google.com/?cid=1762663738101460274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 828-6612,"561 Crystal Park Rd, Verdi, NV 89439, USA",39.5146543,-119.9945235,verdi,bicycle rental; bike rental,2026-06-21
ChIJ6ZByA7KAj4AROShmR9udnGI,Oakland Ice Center,true,core; experience,ice-skate,10,4.4,673,OPERATIONAL,Ice Skating Rink,http://www.oaklandice.com/,https://maps.google.com/?cid=7105727877205076025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(510) 268-9000,"519 18th St, Oakland, CA 94612, USA",37.807457899999996,-122.27141479999997,carson-city; carson-valley-e; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; truckee; verdi,ice skate rental; ice skating rink,2026-06-21
ChIJvW75kIcKmYARmXLkznLLKQo,Hacienda Market and Grill,true,core,gear-shop,1,4.4,671,OPERATIONAL,Grocery Store,http://www.haciendamarket.com/,https://maps.google.com/?cid=732340108382204569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 410-1529,"2270 E William St, Carson City, NV 89706, USA",39.1749637,-119.7435275,carson-city,sporting goods store,2026-06-21
ChIJQ5dhkeQdUocRvPXQd1JglYA,Park City Peaks,true,core,snowmobile,5,5,662,OPERATIONAL,Services,https://www.powderutah.com/,https://maps.google.com/?cid=9265417715698431420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(888) 304-7669,"8341 E Weber Canyon Rd, Oakley, UT 84055, USA",40.791980699999996,-111.1061987,carson-valley-e; gardnerville; kirkwood; reno; virginia-city,snowmobile rental,2026-06-21
ChIJHbqZ5P8OmYARoNY6PG1SuwI,Mackay Mansion Museum,true,gap,hunting,2,4.8,661,OPERATIONAL,Museum,http://therealmackaymansion.com/,https://maps.google.com/?cid=196841637836150432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(775) 847-0156,"291 S D St, Virginia City, NV 89440, USA",39.306619,-119.65007600000001,kings-beach; virginia-city,guided hunts,2026-06-21
ChIJ97RGLQmQmYAR4yblqbMOXbI,Tahoe Sports Ski Run Boat Company,true,core; experience; gap,alpine-ski; backpacking; camping; canoe; cycling; fishing-gear; kayak; pontoon; powerboat; pwc; rafting; sailing; scuba; snowboard; sup; wakeboard; watersports,355,4,656,OPERATIONAL,Services,http://tahoesports.com/,https://maps.google.com/?cid=12852445076397565667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 544-0200,"900 Ski Run Blvd Suite 103, South Lake Tahoe, CA 96150, USA",38.9493625,-119.95913870000001,carson-city; carson-valley-e; donner-summit; gardnerville; hope-valley-s; incline-village; kings-beach; kirkwood; reno; south-lake-tahoe; sparks; tahoe-city; truckee; verdi; virginia-city; zephyr-cove,SUP rental; backpacking gear rental; bait and tackle shop; bicycle rental; bike rental; boat charter; boat rental; camping equipment rental; camping gear rental; canoe rental; catamaran rental; dive shop; jet ski rental; kayak rental; kayak rentals; kayak tours; lake toy rental; motorboat rental; paddleboard rental; personal watercraft rental; pontoon boat rental; pontoon rental; sailboat rental; scuba diving; ski boat rental; ski rental; ski rentals; snowboard rental; snowboard rentals; stand up paddleboard rental; tent rental; wakeboard boat rental; watersports rental; waverunner rental; whitewater rafting,2026-06-21
ChIJ_wjv-1EB3IARiyT2CBznAC4,La Jolla Sea Cave Kayaks,true,core,kayak,11,4.8,646,OPERATIONAL,Tour Agency,http://www.lajollaseacavekayaks.com/,https://maps.google.com/?cid=3314903433340134539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(858) 454-0111,"2164 Avenida De La Playa, La Jolla, CA 92037, USA",32.854084199999996,-117.2562851,carson-city; carson-valley-e; donner-summit; gardnerville; incline-village; kirkwood; sparks; tahoe-city; verdi; virginia-city; zephyr-cove,kayak tours,2026-06-21
ChIJ0dW0bKylTYcRvpBiWH3ZEEw,Pro Rafting Tours,true,core,river-tube,1,5,644,OPERATIONAL,Tour Agency,https://proraftingtours.com/outdoor-adventures/river-trips/international/united-states/utah/provo-river/,https://maps.google.com/?cid=5481119878886887614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(801) 404-8297,"1145 S 800 E Ste 101, Orem, UT 84097, USA",40.276090599999996,-111.675394,virginia-city,river float rental,2026-06-21
ChIJF3iKqIG1nIARz1zc38hn1cI,Forebay Aquatic Center,true,core,kayak; river-tube,14,4.5,638,OPERATIONAL,Services,https://www.forebayaquaticcenter.com/,https://maps.google.com/?cid=14039241525844270287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(530) 774-7934,"930 Garden Dr, Oroville, CA 95965, USA",39.533033599999996,-121.58877939999999,carson-valley-e; donner-summit; gardnerville; hope-valley-s; reno; sparks; truckee; verdi; virginia-city,kayak rental; kayak rentals; kayak tours; river float rental,2026-06-21
ChIJn5jyP94FjoAR0-RTYYxMr5w,Kayak Connection,true,core,kayak,1,4.8,635,OPERATIONAL,Services,https://www.kayakconnection.com/,https://maps.google.com/?cid=11290326956653143251&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,(831) 724-5692,"2370 CA-1, Moss Landing, CA 95039, USA",36.813687099999996,-121.7867359,kirkwood,kayak tours,2026-06-21
