"status","rank","source","name","place_id","website","rents_gear","categories","review_categories","confidence","evidence_snippet","note","rental_page_urls","checked_urls"
"triaged","129","original","SUP South Lake Tahoe","ChIJxVubU7qPmYARw4wCdUiXjLg","http://www.supsouthlaketahoe.com/","true","water_sports, snow_sports","-","medium","clothing_store store point_of_interest service establishment https://www.supsouthlaketahoe.com/ SUP Tahoe - Kayak and Standup Paddle Board Rentals Skip to Content Open Menu Close Menu Rentals Rates Shop Showroom Find Us 0 0 BOOK NOW Rentals Rates Shop Showroom Find Us 0 0 BOOK NOW Open Menu Close Menu Rentals Rates Shop Showroom Find Us BOOK NOW Rent a board.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.supsouthlaketahoe.com/booking https://www.supsouthlaketahoe.com/rentals","https://www.supsouthlaketahoe.com/ https://www.supsouthlaketahoe.com/booking https://www.supsouthlaketahoe.com/rentals https://www.supsouthlaketahoe.com/shop-sup"
"triaged","130","original","SWA Watersports - Lake Tahoe Boat Rentals","ChIJ2ytQ03_Vm4AReD4NW1wne_4","http://www.swawatersports.com/homewood/","true","water_sports, snow_sports, fishing","-","medium","SWA Watersports - Lake Tahoe Boat Rentals http://www.swawatersports.com/homewood/ SWA Watersports - Lake Tahoe Boat Rentals SWA Watersports - Lake Tahoe Boat Rentals sports_coaching fishing_charter tour_agency travel_agency school educational_institution point_of_interest service establishment https://swawatersports.com/homewood/ Homewood | SWA Watersports Skip to content 1.775.400.6677 Home COVID Rentals Boat Rental","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://swawatersports.com/homewood/ https://swawatersports.com/homewood/boat-rentals/ https://swawatersports.com/homewood/pontoon-rentals/","https://swawatersports.com/homewood/ https://swawatersports.com/homewood/boat-rentals/ https://swawatersports.com/homewood/pontoon-rentals/"
"triaged","132","original","Shoreline of Tahoe","ChIJFZ9-H4eamYARz7y9J6SiK_k","http://www.shorelineoftahoe.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","Parts/Tools Rentals Expand submenu Collapse submenu Rentals Bike Rentals Ski Rentals Snowboard Rentals Snowshoes Rental Brands Gift card Tech Shop Search Log in Search LOGIN Shoreline Tahoe Snowboard Snowboards Men's Snowboards Women's Snowboards Youth Snowboards Splitboards Boots Men's Boots Women's Boots Youth Boots Bindings Men's Bindings Women's Bindings Youth Bindings Splitboard Bindings Outerwear Jackets Men's ","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://shorelineoftahoe.com/collections/rentals https://shorelineoftahoe.com/collections/bike-rentals/Bike-Rental https://shorelineoftahoe.com/collections/ski-rentals/Ski-Rental https://shorelineoftahoe.com/collections/snowboard-rentals/Snowboard-Rental https://shorelineoftahoe.com/collections/snowshoes-rental/Snowshoe-Rental","https://shorelineoftahoe.com/ https://shorelineoftahoe.com/collections/rentals https://shorelineoftahoe.com/collections/bike-rentals/Bike-Rental https://shorelineoftahoe.com/collections/ski-rentals/Ski-Rental https://shorelineoftahoe.com/collections/snowboard-rentals/Snowboard-Rental https://shorelineoftahoe.com/collections/snowshoes-rental/Snowshoe-Rental"
"triaged","133","original","Showcase - Heavenly","ChIJPRErSHaQmYARa7QpkWhOUO0","https://www.epicmountainrentals.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","Showcase - Heavenly https://www.epicmountainrentals.com/ Showcase - Heavenly Ski shop showcasing snowboard and ski gear rentals, sales and repairs, plus activewear and souvenirs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.epicmountainrentals.com/ https://www.epicmountainrentals.com/rental-experience/summer/equipment.aspx https://www.epicmountainrentals.com/rental-experience/summer/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/winter/equipment.aspx https://www.epicmountainrentals.com/rental-experience/winter/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/help/faq.aspx","https://www.epicmountainrentals.com/ https://www.epicmountainrentals.com/rental-experience/summer/equipment.aspx https://www.epicmountainrentals.com/rental-experience/summer/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/winter/equipment.aspx https://www.epicmountainrentals.com/rental-experience/winter/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/help/faq.aspx"
"triaged","134","original","Showcase - Northstar","ChIJHy3S4TBimYAR8wZL0zU3DRk","https://www.epicmountainrentals.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","Showcase - Northstar https://www.epicmountainrentals.com/ Showcase - Northstar Showcase - Northstar sporting_goods_store store point_of_interest service establishment https://www.epicmountainrentals.com/ Epic Mountain Rentals | Ski Rentals | Ski Rental D | Epic Mountain Rentals Skip to main content BOOK SMARTER WITH EPIC MOUNTAIN REWARDS - Epic Pass holders save an extra 20% with Epic Mountain Rewards.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.epicmountainrentals.com/ https://www.epicmountainrentals.com/rental-experience/summer/equipment.aspx https://www.epicmountainrentals.com/rental-experience/summer/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/winter/equipment.aspx https://www.epicmountainrentals.com/rental-experience/winter/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/help/faq.aspx","https://www.epicmountainrentals.com/ https://www.epicmountainrentals.com/rental-experience/summer/equipment.aspx https://www.epicmountainrentals.com/rental-experience/summer/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/winter/equipment.aspx https://www.epicmountainrentals.com/rental-experience/winter/what-to-expect.aspx https://www.epicmountainrentals.com/rental-experience/help/faq.aspx"
"triaged","135","original","Sierra Adventures","ChIJkYDDOMtAmYAR3MpEhhvlzMo","https://m.wildsierra.com/","true","water_sports, snow_sports, off_road, mountain_biking, road_cycling, electric_transport, fishing","-","medium","Sierra Adventures https://m.wildsierra.com/ Sierra Adventures / Activities Reno Tahoe, LLC Bike, snowmobile, kayak, and snowboard shop featuring sporting goods and rental services, plus fishing charters.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://m.wildsierra.com/gear-rentals-lessons-clinics/","https://m.wildsierra.com/ https://m.wildsierra.com/gear-rentals-lessons-clinics/ https://m.wildsierra.com/pricing/"
"triaged","137","original","Sierra Cyclesmith Bicycle Shop","ChIJ9WJuI_w_mYAR23aOhUAK3sA","https://www.sierracyclesmith.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","Sierra Cyclesmith Bicycle Shop https://www.sierracyclesmith.com/ Sierra Cyclesmith Bicycle Shop Reno bike shop featuring mountain bikes and e-bikes, plus rentals and repairs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.sierracyclesmith.com/product-list/e-bikes-1268/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/city-recreation-1262/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/cruisers-1263/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/mountain-1261/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/road-1260/","https://www.sierracyclesmith.com/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/city-recreation-1262/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/cruisers-1263/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/mountain-1261/ https://www.sierracyclesmith.com/product-list/e-bikes-1268/road-1260/"
"triaged","138","original","Sierra Diving Center","ChIJN5P-aoVAmYARBqPI792sXls","https://www.sierradive.com/","true","water_sports, snow_sports","-","medium","Diving Equipment and Technical Equipment rentals Monthly Fun Dives Equipment Repairs Diving Travel and Lake Tahoe Diving Altitude Diving Nitrox and Trimix Diving Technical, Rebreather and Trimix Training, Instructor Training, Equipment & Service DSAT /PADI Gas Blender, Tec Deep Diver and Tec Trimix TDI Advanced Nitrox through Advanced Trimix KISS Rebreather Training Center Full CCR training in Lake Tahoe or at your l","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.sierradive.com/ https://www.sierradive.com/technical.htm","https://www.sierradive.com/ https://www.sierradive.com/technical.htm https://www.sierradive.com/store.htm"
"triaged","139","original","Sierra Mountain Surf","ChIJlZtzS5VxmYARr41aqf9Kn-s","http://www.sierramountainsurf.com/","true","water_sports, snow_sports","-","medium","Sierra Mountain Surf http://www.sierramountainsurf.com/ Sierra Mountain Surf Water-sports equipment rental service specializing in jet skis and jet boats for exploring Lake Tahoe.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.sierramountainsurf.com/boat-jet-ski-rentals","https://www.sierramountainsurf.com/ https://www.sierramountainsurf.com/boat-jet-ski-rentals"
"triaged","140","original","Sierra Ski & Cycle Works","ChIJrWqLVgSQmYAR0Q2mUtnaIDM","https://sierraskiandcycleworks.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport, fishing","-","medium","Sierra Ski & Cycle Works https://sierraskiandcycleworks.com/ Sierra Ski & Cycle Works Ski and bicycle shop offering rentals, repairs, and retail sales, plus helpful staff.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://sierraskiandcycleworks.com/ https://sierraskiandcycleworks.com/about-south-lake-tahoe-ski-bike-shop/ https://sierraskiandcycleworks.com/south-lake-tahoe-bike-shop/ https://sierraskiandcycleworks.com/south-lake-tahoe-ski-shop/ https://sierraskiandcycleworks.com/contact-south-lake-tahoe-ski-bike-shop/","https://sierraskiandcycleworks.com/ https://sierraskiandcycleworks.com/about-south-lake-tahoe-ski-bike-shop/ https://sierraskiandcycleworks.com/south-lake-tahoe-bike-shop/ https://sierraskiandcycleworks.com/south-lake-tahoe-ski-shop/ https://sierraskiandcycleworks.com/contact-south-lake-tahoe-ski-bike-shop/"
"triaged","141","original","Sierra Surf House","ChIJVbCLr9ttmA8RTDCg_LwdzV0","http://www.sierrasurfhouse.com/","true","water_sports, snow_sports","-","medium","SIERRA SURF HOUSE SOUTH LAKE TAHOE WAKESURF WAKE BOAT RENTALS TAHOE WATERSPORTS RENTALS LAKE TAHOE BOAT RENTALS TAHOE WAKE BOAT RENTALS TAHOE Location: 2435 Venice Dr E, South Lake Tahoe CA 96150 Contact sierrasurfhouse@gmail.com (757)-660-8198 https://www.sierrasurfhouse.com/boatspricing Team 1 Sierra Surf House 0 Skip to Content Sierra Surf House Boats/Pricing Local Reccomendations WHY WAKE-SURF?","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.sierrasurfhouse.com/boatspricing","https://www.sierrasurfhouse.com/ https://www.sierrasurfhouse.com/boatspricing"
"triaged","142","original","Ski Butlers Heavenly/South Lake Tahoe","ChIJjU5vgAOQmYARZWhfi_FXn7A","https://www.skibutlers.com/locations/heavenly-south-lake-tahoe","true","water_sports, snow_sports, mountain_biking","-","medium","Ski Butlers Heavenly/South Lake Tahoe https://www.skibutlers.com/locations/heavenly-south-lake-tahoe Ski Butlers Heavenly/South Lake Tahoe Relaxed service for delivering rentals of ski and snowboard gear to hotels, as well as mountain slopes, slopeside or homes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.skibutlers.com/snowboard-ski-rentals/heavenly-south-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/palisades-tahoe https://www.skibutlers.com/snowboard-ski-rentals/mammoth https://www.skibutlers.com/snowboard-ski-rentals/limelight-mammoth https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/blue-mountain","https://www.skibutlers.com/snowboard-ski-rentals/heavenly-south-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/palisades-tahoe https://www.skibutlers.com/snowboard-ski-rentals/mammoth https://www.skibutlers.com/snowboard-ski-rentals/limelight-mammoth https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/blue-mountain"
"triaged","143","original","Ski Butlers Northstar/Palisades Tahoe","ChIJA2VHWIbfm4ARyNqBs2-GAEU","https://www.skibutlers.com/locations/north-lake-tahoe","true","water_sports, snow_sports, mountain_biking","-","medium","sporting_goods_store store point_of_interest service establishment https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe Snowboard & Ski Rentals | Northstar | Ski Butlers Skip to main content Go to homepage Close Our Locations North America Europe California Heavenly Palisades Tahoe Mammoth Limelight Mammoth Northstar/Truckee Canada Blue Mountain Tremblant Fairmont Tremblant Whistler Blackcomb Colorado As","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/heavenly-south-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/palisades-tahoe https://www.skibutlers.com/snowboard-ski-rentals/mammoth https://www.skibutlers.com/snowboard-ski-rentals/limelight-mammoth https://www.skibutlers.com/snowboard-ski-rentals/blue-mountain","https://www.skibutlers.com/snowboard-ski-rentals/north-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/heavenly-south-lake-tahoe https://www.skibutlers.com/snowboard-ski-rentals/palisades-tahoe https://www.skibutlers.com/snowboard-ski-rentals/mammoth https://www.skibutlers.com/snowboard-ski-rentals/limelight-mammoth https://www.skibutlers.com/snowboard-ski-rentals/blue-mountain"
"triaged","144","original","Ski Pro","ChIJX19jQLs_mYAR1rSMr9FQlCg","https://skipro.com/","true","water_sports, snow_sports","-","medium","Large ski shop for sales and rentals of skis, snowboards and snow gear, as well as repairs.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://skipro.com/ https://skipro.com/pages/rentals https://skipro.com/products/brahma-88-griffon13-demo https://skipro.com/pages/brands https://skipro.com/pages/repairs-sercvices https://skipro.com/collections/sale-items?filter.p.m.global.model_year=2026","https://skipro.com/ https://skipro.com/pages/rentals https://skipro.com/products/brahma-88-griffon13-demo https://skipro.com/pages/brands https://skipro.com/pages/repairs-sercvices https://skipro.com/collections/sale-items?filter.p.m.global.model_year=2026"
"triaged","145","original","Ski Run Marina","ChIJ97RGLQmQmYARoMZiCJbBYBs","http://skirunmarina.com/","true","water_sports, snow_sports, fishing","-","medium","Ski Run Marina http://skirunmarina.com/ Ski Run Marina Ski Run Marina People say this marina offers a variety of restaurants, a beach, boat rides, parasailing, and jet ski rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.skirunmarina.com/","https://www.skirunmarina.com/"
"triaged","147","original","Snowshoe Tahoe","ChIJYRj0wmPZm4ARnFQfBfRclvg","https://www.snowshoetahoe.net/","true","snow_sports","-","medium","tour_agency travel_agency point_of_interest service establishment https://www.snowshoetahoe.net/ Guided Snowshoe Tours & Rentals | Winter Hikes | Tahoe, CA top of page SNOWSHOE TAHOE Home Frequently Asked Questions All Tours Summer Tours Palisades Point Half Day Chickadee Ridge Beginner Hike Dog Friendly Snowshoe Hikes In Lake Taho Full Moon Snowshoe Tour Under the Stars Sunrise Hike Over Lake Tahoe Beginner and Fami","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.snowshoetahoe.net/ https://www.snowshoetahoe.net/snowshoe-rentals","https://www.snowshoetahoe.net/ https://www.snowshoetahoe.net/snowshoe-rentals"
"triaged","148","original","South Lake E-bikes","ChIJudG9snaPmYARa7fYKkuik4s","http://southlakeebikes.com/","true","road_cycling, electric_transport","-","medium","South Lake E-bikes http://southlakeebikes.com/ South Lake E-bikes Laid-back shop providing electric bike rental (and tours) services for exploring Lake Tahoe's beaches, trails and forested areas.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://southlakeebikes.com/ https://southlakeebikes.com/explore-lake-tahoe-e-bike-rental-faq-riding-guide/ https://southlakeebikes.com/reserve-ebikes/ https://southlakeebikes.com/rates/","https://southlakeebikes.com/ https://southlakeebikes.com/explore-lake-tahoe-e-bike-rental-faq-riding-guide/ https://southlakeebikes.com/reserve-ebikes/ https://southlakeebikes.com/rates/"
"triaged","150","original","South Shore Bikes","ChIJ693RXLqPmYARmhjcHSJaFis","http://www.southshorebikestahoe.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","South Shore Bikes http://www.southshorebikestahoe.com/ South Shore Bikes Family-friendly, rental-heavy bicycle store with a track record of friendly service.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://southshorebikestahoe.com/ https://southshorebikestahoe.com/rentals/ https://southshorebikestahoe.com/store/ https://southshorebikestahoe.com/rental-waiver/","https://southshorebikestahoe.com/ https://southshorebikestahoe.com/rentals/ https://southshorebikestahoe.com/store/ https://southshorebikestahoe.com/rental-waiver/"
"triaged","151","original","South Tahoe Ebike Rentals - Margaritaville","ChIJG0Si6IBJ06MR7bsVTLyVQaI","http://southtahoeebikerentals.com/","true","snow_sports, road_cycling, electric_transport","-","medium","point_of_interest service establishment https://www.southtahoeebikerentals.com/ South Tahoe EBike Rentals 0 Skip to Content Open Menu Close Menu Open Menu Close Menu RIDE EASY EXPLORE MORE Explore South Lake Tahoe in Style with South Tahoe Ebike Rentals!","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.southtahoeebikerentals.com/","https://www.southtahoeebikerentals.com/"
"triaged","152","original","South Tahoe Kayak and Paddleboard","ChIJB2pWdNaPmYARsJbG6fsk5Ms","https://southtahoekayak.com/","true","water_sports, snow_sports","-","medium","South Tahoe Kayak and Paddleboard https://southtahoekayak.com/ South Tahoe Kayak and Paddleboard South Tahoe Kayak and Paddleboard point_of_interest service establishment https://southtahoekayak.com/ South Tahoe Kayak & Paddleboard rentals and tours | Book our [4th of July Fireworks Tour](/tours/4th-july-fireworks-tour/) Now Book our 4th of July Fireworks Tour Now South Tahoe Kayak & Paddleboard rentals and tours sou","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://southtahoekayak.com/ https://southtahoekayak.com/rentals/ https://southtahoekayak.com/tours/history/","https://southtahoekayak.com/ https://southtahoekayak.com/rentals/ https://southtahoekayak.com/tours/history/"
"triaged","154","original","Sports Ltd. Rentals","ChIJM967AtuRmYARFN3Q1kk8TMQ","http://www.sportsltdrentals.com/","true","water_sports, snow_sports, mountain_biking, road_cycling, electric_transport, rock_climbing","-","medium","Rentals Winter and summer sports shop featuring equipment rentals, including skis, bikes, and snowshoes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://sportsltdrentals.com/ https://sportsltdrentals.com/rentals/ https://sportsltdrentals.com/winter-rentals/ https://sportsltdrentals.com/summer-rentals-e-bikes-bike-rentals-south-lake-tahoe-california-electric-mountain-bike/ https://sportsltdrentals.com/25-26-demo-ski-program/","https://sportsltdrentals.com/ https://sportsltdrentals.com/rentals/ https://sportsltdrentals.com/winter-rentals/ https://sportsltdrentals.com/summer-rentals-e-bikes-bike-rentals-south-lake-tahoe-california-electric-mountain-bike/ https://sportsltdrentals.com/25-26-demo-ski-program/"
"triaged","155","original","Start Haus Ski & Bike","ChIJtW7Egsvfm4ARpLAHoUHGvuI","https://www.starthaus.com/","true","snow_sports, mountain_biking, road_cycling, electric_transport","-","medium","sporting_goods_store bicycle_store manufacturer store point_of_interest service establishment https://www.starthaus.com/ Start Haus Truckee Ski & Bike Sales and Service in North Lake Tahoe Skip to content Rent a Bike!","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.starthaus.com/pages/bike-rental https://www.starthaus.com/collections/bike-demo https://www.starthaus.com/pages/bike-service-and-tunes","https://www.starthaus.com/ https://www.starthaus.com/pages/bike-rental https://www.starthaus.com/collections/bike-demo https://www.starthaus.com/pages/bike-service-and-tunes https://www.starthaus.com/pages/services https://www.starthaus.com/blogs/blog/2026-shop-rides-gravel-mountain-road"
"triaged","156","original","Stealth Tahoe","ChIJvy_6Wobfm4AR0Ly51UvuIAM","http://stealthtahoe.com/","true","snow_sports, off_road, road_cycling, electric_transport, rock_climbing","-","medium","Stealth Tahoe http://stealthtahoe.com/ Stealth Tahoe Stealth Tahoe bicycle_store sporting_goods_store store manufacturer point_of_interest service establishment https://stealthtahoe.com/ Stealth Tahoe Skip to content Free Shipping on orders $100+ *Some exclusions apply E-Bikes Super73 E Ride Pro Rad Power Bikes Stealth Electric Bikes Moonbikes Bike Insurance Sno-Go Sno-Go Sno-Go Rental Bike Shop Brakes Disc Brakes Br","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://stealthtahoe.com/pages/sno-go-rental https://stealthtahoe.com/collections/bike-gear","https://stealthtahoe.com/ https://stealthtahoe.com/pages/sno-go-rental https://stealthtahoe.com/collections/bike-gear https://stealthtahoe.com/collections/service-parts https://stealthtahoe.com/collections/emoto-shop https://stealthtahoe.com/pages/service-center"
"triaged","157","original","Sugar Bowl Rental Shop","ChIJIQrNtvjnm4ARnGa4pfILydA","http://www.sugarbowl.com/rentals","true","snow_sports","-","medium","Sugar Bowl Rental Shop http://www.sugarbowl.com/rentals Sugar Bowl Rental Shop Sugar Bowl Rental Shop point_of_interest service establishment http://www.sugarbowl.com/rentals Ski & Snowboard Rentals at Sugar Bowl | Tahoe Ski Gear Login Shop Plan Explore Immerse 0 ""/12hr 0 ""/12hr 0 ""/24hr 0 &quot/7 Day 317 ""/YTD Shop Season Passes Seasonal Programs Village Locker Room Lodging Summer Camp Passholder Vouchers More Seaso","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","http://www.sugarbowl.com/rentals http://www.sugarbowl.com/demos","http://www.sugarbowl.com/rentals http://www.sugarbowl.com/demos http://www.sugarbowl.com/seasonal"
"triaged","158","original","Sunnyside Marina & Watersport Rentals","ChIJO7BF1vZ9mYARZxfHHeZiCXs","https://marinasunnyside.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb","true","water_sports, snow_sports, road_cycling, electric_transport","-","medium","Sunnyside Marina & Watersport Rentals https://marinasunnyside.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb Sunnyside Marina & Watersport Rentals Longtime marina offering a variety of watercraft rentals, plus storage and repair services.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://marinasunnyside.com/rentals/ https://marinasunnyside.com/lake-tahoe-ebike-rentals/ https://marinasunnyside.com/rental-rates/","https://marinasunnyside.com/ https://marinasunnyside.com/rentals/ https://marinasunnyside.com/lake-tahoe-ebike-rentals/ https://marinasunnyside.com/rental-rates/ https://marinasunnyside.com/repair-maintenance/ https://marinasunnyside.com/shop/"
"triaged","159","original","Synergy Wetsuits","ChIJkf2Q10u9mYAR5lhJ7iEIZwE","https://synergywetsuits.com/","true","water_sports, snow_sports","-","medium","New flagship wetsuit Designed to lead the line, the Vantage Pro is Synergy’s newest top-tier wetsu https://synergywetsuits.com/collections/womens-outlet-wetsuits-demos Women's Outlet Wetsuits Synergy Wetsuits Skip to content Free Shipping on orders over $199 (Continental US) Men Men Wetsuits Wetsuits Triathlon Full Sleeve Sleeveless Tops Bottoms Swimskins Swimskins Short Sleeve Sleeveless Shorts Apparel Apparel Trisu","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://synergywetsuits.com/collections/womens-outlet-wetsuits-demos https://synergywetsuits.com/pages/rentals https://synergywetsuits.com/products/mens-synskin-3-swimskin https://synergywetsuits.com/products/mens-swimskin-synskin-2-copy https://synergywetsuits.com/products/mens-syn-jammer-swimskin","https://synergywetsuits.com/ https://synergywetsuits.com/collections/womens-outlet-wetsuits-demos https://synergywetsuits.com/pages/rentals https://synergywetsuits.com/products/mens-synskin-3-swimskin https://synergywetsuits.com/products/mens-swimskin-synskin-2-copy https://synergywetsuits.com/products/mens-syn-jammer-swimskin"
"triaged","160","original","Tahoe Reel, Power & Paddle","ChIJr8KGILqFmYAR9Io5VfHLwyg","https://adventuretahoe.com/","true","water_sports, snow_sports, fishing","-","medium","Tahoe Reel, Power & Paddle https://adventuretahoe.com/ TAHOE REEL, POWER, & PADDLE TAHOE REEL, POWER, & PADDLE People say this boat rental service offers well-maintained pontoon boats, jet skis, and kayaks, including glass-bottom options, with all necessary safety equipment provided.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://adventuretahoe.com/rentals/","https://adventuretahoe.com/ https://adventuretahoe.com/rentals/ https://adventuretahoe.com/contact/"
"triaged","162","original","Tahoe Adventure Company","ChIJX18lP8pkmYARUAWMlFu8qbI","http://www.tahoeadventurecompany.com/","true","water_sports, snow_sports, mountain_biking, road_cycling","-","medium","Tahoe Adventure Company http://www.tahoeadventurecompany.com/ Tahoe Adventure Company Outfitter offering kayak and snowshoe rentals, as well as guided tours.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://tahoeadventurecompany.com/rentals/ https://tahoeadventurecompany.com/rentals/clear-kayak-rentals-lake-tahoe/ https://tahoeadventurecompany.com/rentals/north-lake-tahoe-kayak-and-sup-rentals/ https://tahoeadventurecompany.com/rentals/tahoe-mountain-bike-rentals/ https://tahoeadventurecompany.com/rentals/stand-up-paddleboard-rentals/","https://tahoeadventurecompany.com/ https://tahoeadventurecompany.com/rentals/ https://tahoeadventurecompany.com/rentals/clear-kayak-rentals-lake-tahoe/ https://tahoeadventurecompany.com/rentals/north-lake-tahoe-kayak-and-sup-rentals/ https://tahoeadventurecompany.com/rentals/tahoe-mountain-bike-rentals/ https://tahoeadventurecompany.com/rentals/stand-up-paddleboard-rentals/"
"triaged","164","original","Tahoe Aquatic Center","ChIJL7wHjix7mYARRPWyDUf7lI0","https://tahoeaquaticcenter.com/","true","water_sports, snow_sports","-","medium","Tahoe Aquatic Center https://tahoeaquaticcenter.com/ Tahoe Aquatic Center Jet ski rental service providing speedy rides.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://tahoeaquaticcenter.com/","https://tahoeaquaticcenter.com/"
"triaged","165","original","Tahoe Beach Company","ChIJ29aIoVN7mYARNwACnbaZVTY","https://www.tahoebeachco.com/","true","water_sports, snow_sports","-","medium","toy_store clothing_store store point_of_interest service establishment https://www.tahoebeachco.com/ Tahoe Beach Company | Kings Beach Kayak Rentals & More Skip to primary navigation Skip to content Skip to footer Home Rentals Open Rentals Menu Floating Dock Hangout Water Hammock Hangout Sling Chair Float Stand Up Paddleboard Single Kayak Double Kayak Tandem Stand Up Paddleboard Kids Stand Up Paddleboard or Kayak 1 B","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters.","https://www.tahoebeachco.com/rentals/ https://www.tahoebeachco.com/rentals/floating-dock/ https://www.tahoebeachco.com/rentals/hangout-water-hammock/ https://www.tahoebeachco.com/rentals/hangout-sling-chair-float/ https://www.tahoebeachco.com/rentals/single-kayak-stand-up-paddleboard/","https://www.tahoebeachco.com/ https://www.tahoebeachco.com/rentals/ https://www.tahoebeachco.com/rentals/floating-dock/ https://www.tahoebeachco.com/rentals/hangout-water-hammock/ https://www.tahoebeachco.com/rentals/hangout-sling-chair-float/ https://www.tahoebeachco.com/rentals/single-kayak-stand-up-paddleboard/"
